study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	scientific_name	instrument_platform	library_source	fastq_ftp	submitted_ftp	sample_alias	first_created
PRJEB12982	SAMEA3892110	ERS1079244	ERX1513207	ERR1442830	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442830/ERR1442830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442830/ERR1442830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442830/19912_1#90.cram	7532fce0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892004	ERS1079138	ERX1513208	ERR1442831	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442831/ERR1442831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442831/ERR1442831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442831/19912_2#1.cram	70f86070-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892005	ERS1079139	ERX1513209	ERR1442832	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442832/ERR1442832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442832/ERR1442832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442832/19912_2#2.cram	7107f0d0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892006	ERS1079140	ERX1513210	ERR1442833	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442833/ERR1442833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442833/ERR1442833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442833/19912_2#3.cram	7113fec0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892007	ERS1079141	ERX1513211	ERR1442834	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442834/ERR1442834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442834/ERR1442834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442834/19912_2#4.cram	71200cb0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892008	ERS1079142	ERX1513212	ERR1442835	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442835/ERR1442835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442835/ERR1442835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442835/19912_2#5.cram	712bf390-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892009	ERS1079143	ERX1513213	ERR1442836	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442836/ERR1442836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442836/ERR1442836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442836/19912_2#6.cram	7137da70-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892010	ERS1079144	ERX1513214	ERR1442837	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442837/ERR1442837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442837/ERR1442837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442837/19912_2#7.cram	7143c150-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892011	ERS1079145	ERX1513215	ERR1442838	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442838/ERR1442838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442838/ERR1442838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442838/19912_2#8.cram	714fa830-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892012	ERS1079146	ERX1513216	ERR1442839	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442839/ERR1442839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442839/ERR1442839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442839/19912_2#9.cram	715bdd30-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892013	ERS1079147	ERX1513217	ERR1442840	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442840/ERR1442840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442840/ERR1442840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442840/19912_2#10.cram	7167eb20-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892014	ERS1079148	ERX1513218	ERR1442841	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442841/ERR1442841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442841/ERR1442841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442841/19912_2#11.cram	7173d200-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892015	ERS1079149	ERX1513219	ERR1442842	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442842/ERR1442842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442842/ERR1442842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442842/19912_2#12.cram	717fb8e0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892016	ERS1079150	ERX1513220	ERR1442843	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442843/ERR1442843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442843/ERR1442843_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442843/19912_2#13.cram	718b78b0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892017	ERS1079151	ERX1513221	ERR1442844	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442844/ERR1442844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442844/ERR1442844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442844/19912_2#14.cram	719786a0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892018	ERS1079152	ERX1513222	ERR1442845	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442845/ERR1442845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442845/ERR1442845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442845/19912_2#15.cram	71a39490-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892019	ERS1079153	ERX1513223	ERR1442846	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442846/ERR1442846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442846/ERR1442846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442846/19912_2#16.cram	71afa280-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892020	ERS1079154	ERX1513224	ERR1442847	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442847/ERR1442847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442847/ERR1442847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442847/19912_2#17.cram	71bbd780-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892021	ERS1079155	ERX1513225	ERR1442848	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442848/ERR1442848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442848/ERR1442848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442848/19912_2#18.cram	71c83390-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892023	ERS1079157	ERX1513226	ERR1442849	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442849/ERR1442849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442849/ERR1442849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442849/19912_2#19.cram	71d48fa0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892024	ERS1079158	ERX1513227	ERR1442850	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442850/ERR1442850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442850/ERR1442850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442850/19912_2#20.cram	71e09d90-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892025	ERS1079159	ERX1513228	ERR1442851	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442851/ERR1442851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442851/ERR1442851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442851/19912_2#21.cram	71ec8470-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892026	ERS1079160	ERX1513229	ERR1442852	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442852/ERR1442852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442852/ERR1442852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442852/19912_2#22.cram	71f8e080-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892028	ERS1079162	ERX1513230	ERR1442853	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442853/ERR1442853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442853/ERR1442853_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442853/19912_2#23.cram	7204c760-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892029	ERS1079163	ERX1513231	ERR1442854	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442854/ERR1442854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442854/ERR1442854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442854/19912_2#24.cram	72108730-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892030	ERS1079164	ERX1513232	ERR1442855	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442855/ERR1442855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442855/ERR1442855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442855/19912_2#25.cram	721c4700-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892031	ERS1079165	ERX1513233	ERR1442856	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442856/ERR1442856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442856/ERR1442856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442856/19912_2#26.cram	72282de0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892032	ERS1079166	ERX1513234	ERR1442857	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442857/ERR1442857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442857/ERR1442857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442857/19912_2#27.cram	723414c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892034	ERS1079168	ERX1513235	ERR1442858	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442858/ERR1442858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442858/ERR1442858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442858/19912_2#28.cram	723fd490-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892035	ERS1079169	ERX1513236	ERR1442859	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442859/ERR1442859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442859/ERR1442859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442859/19912_2#29.cram	724b9460-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892036	ERS1079170	ERX1513237	ERR1442860	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442860/ERR1442860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442860/ERR1442860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442860/19912_2#30.cram	72575430-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892037	ERS1079171	ERX1513238	ERR1442861	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442861/ERR1442861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442861/ERR1442861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442861/19912_2#31.cram	72689240-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892038	ERS1079172	ERX1513239	ERR1442862	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442862/ERR1442862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442862/ERR1442862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442862/19912_2#32.cram	72747920-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892040	ERS1079174	ERX1513240	ERR1442863	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442863/ERR1442863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442863/ERR1442863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442863/19912_2#33.cram	728038f0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892041	ERS1079175	ERX1513241	ERR1442864	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442864/ERR1442864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442864/ERR1442864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442864/19912_2#34.cram	728bf8c0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892042	ERS1079176	ERX1513242	ERR1442865	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442865/ERR1442865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442865/ERR1442865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442865/19912_2#35.cram	729806b0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892044	ERS1079178	ERX1513243	ERR1442866	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442866/ERR1442866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442866/ERR1442866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442866/19912_2#36.cram	72a3ed90-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892045	ERS1079179	ERX1513244	ERR1442867	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442867/ERR1442867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442867/ERR1442867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442867/19912_2#37.cram	72afad60-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892046	ERS1079180	ERX1513245	ERR1442868	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442868/ERR1442868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442868/ERR1442868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442868/19912_2#38.cram	72bb6d30-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892047	ERS1079181	ERX1513246	ERR1442869	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442869/ERR1442869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442869/ERR1442869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442869/19912_2#39.cram	72c72d00-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892049	ERS1079183	ERX1513247	ERR1442870	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442870/ERR1442870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442870/ERR1442870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442870/19912_2#40.cram	72d313e0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892050	ERS1079184	ERX1513248	ERR1442871	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442871/ERR1442871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442871/ERR1442871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442871/19912_2#41.cram	72ded3b0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892051	ERS1079185	ERX1513249	ERR1442872	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442872/ERR1442872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442872/ERR1442872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442872/19912_2#42.cram	72ea9380-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892052	ERS1079186	ERX1513250	ERR1442873	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442873/ERR1442873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442873/ERR1442873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442873/19912_2#43.cram	72f65350-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892054	ERS1079188	ERX1513251	ERR1442874	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442874/ERR1442874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442874/ERR1442874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442874/19912_2#44.cram	73026140-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892055	ERS1079189	ERX1513252	ERR1442875	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442875/ERR1442875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442875/ERR1442875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442875/19912_2#45.cram	730e6f30-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892056	ERS1079190	ERX1513253	ERR1442876	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442876/ERR1442876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442876/ERR1442876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442876/19912_2#46.cram	731a2f00-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892057	ERS1079191	ERX1513254	ERR1442877	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442877/ERR1442877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442877/ERR1442877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442877/19912_2#47.cram	73263cf0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892058	ERS1079192	ERX1513255	ERR1442878	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442878/ERR1442878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442878/ERR1442878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442878/19912_2#48.cram	733223d0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892060	ERS1079194	ERX1513256	ERR1442879	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442879/ERR1442879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442879/ERR1442879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442879/19912_2#49.cram	733de3a0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892061	ERS1079195	ERX1513257	ERR1442880	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442880/ERR1442880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442880/ERR1442880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442880/19912_2#50.cram	7349a370-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892063	ERS1079197	ERX1513258	ERR1442881	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442881/ERR1442881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442881/ERR1442881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442881/19912_2#51.cram	73556340-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892064	ERS1079198	ERX1513259	ERR1442882	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442882/ERR1442882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442882/ERR1442882_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442882/19912_2#52.cram	73612310-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
PRJEB12982	SAMEA3892065	ERS1079199	ERX1513260	ERR1442883	Danio rerio	ILLUMINA	TRANSCRIPTOMIC	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442883/ERR1442883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442883/ERR1442883_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR144/ERR1442883/19912_2#53.cram	736ce2e0-e60c-11e5-bc69-3c4a9275d6c6	2016-06-06
